,V1v,V1d,V2v,V2d,V3v,V3d,hV4,EBA,FBA-1,FBA-2,mTL-bodies,OFA,FFA-1,FFA-2,mTL-faces,aTL-faces,OPA,PPA,RSC,OWFA,VWFA-1,VWFA-2,mfs-words,mTL-words,early,midventral,midlateral,midparietal,ventral,lateral,parietal,All vertices,Unknown ROI,Unknown Stream,Unknown
DINOv2+DINOvv2+dinov2_transform+ridge+2048+concat_pca,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,,0.001,0.001,0.001,,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
DINOv2l+15&16&17&18&19+dinov2_transform_V2+ridge+2048+concat_pca,0.4860759571625838,0.4446505299490447,0.4396280797300597,0.3400413131362172,0.3787525368849048,0.3317168825215578,0.4537963852946367,0.7191970363924287,0.6552836265466073,0.6843091188184316,,0.501843285783703,0.6976232893649379,0.7628110567503211,,,0.6651624051571321,0.7788922850317517,0.9304106328211686,0.3053363100432763,0.6929678686003097,0.6780279254383919,0.684609642687265,,0.3691531075884224,0.4868041803800649,0.55137025215897,0.5111188990803285,0.6983592051637166,0.7602436089343336,0.7363118176995793,0.5977098769540623,0.6396386912757757,0.3962653532693931,0.7441491063652804
DINOv2l+19&20&21+dinov2_transform_V2+ridge+2048+concat_pca,0.4445998753032643,0.4127739504112772,0.4068742203854412,0.2985159375751999,0.3414956827144021,0.3002682613648562,0.4163950178497373,0.7263622284950926,0.6508865643752713,0.702194673552199,,0.5078019435484266,0.685992629977749,0.7694281969380237,,,0.6563167165078793,0.7778456354257065,0.9300340114764,0.2910370300052861,0.7039290528482864,0.7111768006071091,0.6847259252225022,,0.329404069540356,0.4631380769678428,0.5447151269453236,0.4833342366311643,0.698959901428603,0.7661539533379578,0.7382017499284903,0.5864770634998248,0.6317276765427076,0.3554158014712423,0.7206088962452739
RetinaNet+body.layer3.0.relu_2+imagenet_transform_alt+ridge+2048+concat_pca,0.7140772284075765,0.6921541189208437,0.6679552817613029,0.6146016665095015,0.5496878314215368,0.546315707389678,0.4683173746129253,0.4253231771016763,0.5095275914177364,0.3679909034151581,,0.4469746532449775,0.4342409666197662,0.4265245623853058,,,0.3962025198994117,0.5220366986963857,0.6508429615455502,0.3683507707640798,0.3642845758498101,0.2493906307592801,0.3860182104666327,,0.5555521928520661,0.4712273600557373,0.3810902101803211,0.4483015312316898,0.4383374058490557,0.4199887947349144,0.4074011365332703,0.4583775986158102,0.410198563201189,0.5714640107412421,0.4825753010337101
RetinaNet+body.layer3.5.relu_2+imagenet_transform_alt+ridge+2048+concat_pca,0.7316863180314079,0.709263017834189,0.7035977195614873,0.6407905452382302,0.6004802715295121,0.6061661159930956,0.5312466119025081,0.5830983574388962,0.6265463628305172,0.5051188755719289,,0.5313638392832146,0.5957648917107787,0.5717938680781329,,,0.543889469128544,0.65200839294625,0.7229833130307797,0.4173359575117722,0.5295420690339883,0.4210570400125603,0.5375368817769561,,0.6011301859194272,0.5536820123450721,0.5151210139442051,0.5764382966407432,0.5910147358120343,0.5837134386020109,0.5500492440537932,0.5835518978612413,0.5446966966547919,0.6208723653338704,0.6172883164104311
dino_res50+layer2.3.relu+dino_resnet50_preprocess+ridge+2048+concat_pca,0.758407365315966,0.7392568374744158,0.6594222780904556,0.5981054635793702,0.5307705672331899,0.5046362827037936,0.3725887511087021,0.2854175862498627,0.3796431229811725,0.2013310847412167,,0.3347756376592886,0.2891830609153213,0.2643451344341407,,,0.2907660509510639,0.3403643010630363,0.4638118822716047,0.2942629143877959,0.1827973712626199,0.168458074069177,0.212425227066465,,0.5345642961448769,0.3509456480105463,0.2786806275268984,0.344658271189483,0.2834907593850549,0.2778478004478723,0.2779531483115446,0.3260678288102248,0.272216472345813,0.5047137276610179,0.3283152642007518
dino_res50+layer4.0.relu+dino_resnet50_preprocess+ridge+2048+concat_pca,0.6976727833344776,0.6622845053470487,0.6719100404709893,0.5885897512629793,0.6004230545101573,0.5779823786944793,0.5454793754743774,0.6074319217787781,0.653585530241973,0.5334495763520773,,0.5854135677761112,0.6351268365490642,0.6407812925577338,,,0.5534099990461606,0.6793064119507237,0.75196963859258,0.4659683196144348,0.5623589658426337,0.4859377037704112,0.5806615230837682,,0.5861979487468738,0.574466394775934,0.530524893166455,0.5765002045164063,0.6232269704188635,0.6122096818148325,0.5724711647216796,0.5989235654099987,0.5719135262318347,0.6085463922955483,0.6727280814225804
dino_res50+layer4.1.relu+dino_resnet50_preprocess+ridge+2048+concat_pca,0.6907259239177135,0.6339242952529991,0.6718974269308838,0.5537664591353618,0.5936581836703192,0.5257441959727933,0.5371170067483426,0.6531889106075481,0.6750188661144788,0.5602697477789114,,0.5801138367284556,0.6617226676294029,0.677044127094294,,,0.6248661822901004,0.7330329015768651,0.8332950510446886,0.4361084420048244,0.5922721897501695,0.5164151582916174,0.6053104734758973,,0.5665396289021336,0.5788677590783711,0.562596361032153,0.6010443513098679,0.6538456916484854,0.6759316305204938,0.640495081847984,0.6244115168715378,0.609571313131303,0.5927520412663946,0.7233459668128169
